timestamp,open,high,low,close,volume,trade_count,return,log_return,volatility_10,momentum_5,vwap,vwap_dist,range
1778316453,80429.64,80429.65,80429.64,80429.64,0.00154,3,0.0,0.0,8.288817713678999e-08,0.0,80429.64399037731,-0.003990377314039506,0.00999999999476131
1778316454,80429.65,80429.65,80429.65,80429.65,0.00169,1,1.2433227336572372e-07,1.2433226563646727e-07,8.288817713678999e-08,0.0,80429.64399941283,0.006000587163725868,0.0
1778316455,80429.65,80429.65,80429.65,80429.65,0.0033599999999999997,2,0.0,0.0,7.05767407311193e-08,0.0,80429.64401729642,0.005982703572954051,0.0
1778316456,80429.64,80429.65,80429.64,80429.65,0.0015199999999999999,4,0.0,0.0,7.05767407311193e-08,0.00999999999476131,80429.64402535165,0.0059746483457274735,0.00999999999476131
1778316457,80429.65,80429.65,80429.65,80429.65,0.00013,1,0.0,0.0,7.05767407311193e-08,0.00999999999476131,80429.64402603959,0.0059739604039350525,0.0
1778316458,80429.64,80429.65,80429.64,80429.64,0.0005099999999999999,3,-1.2433225804464598e-07,-1.2433226577390183e-07,8.288817713678999e-08,0.0,80429.64402422182,-0.004024221823783591,0.00999999999476131
1778316459,80429.65,80429.65,80429.65,80429.65,0.00254,3,1.2433227336572372e-07,1.2433226563646727e-07,8.288817713678999e-08,0.0,80429.64403762917,0.005962370822089724,0.0
1778316460,80429.64,80429.65,80429.64,80429.65,0.013579999999999997,24,0.0,0.0,8.288817713678999e-08,0.0,80429.6441083025,0.00589169749582652,0.00999999999476131
1778316461,80429.64,80429.64,80429.64,80429.64,0.00202,2,-1.2433225804464598e-07,-1.2433226577390183e-07,8.288817713678999e-08,-0.00999999999476131,80429.64410107171,-0.004101071710465476,0.0
1778316462,80429.65,80429.65,80429.65,80429.65,0.00013,1,1.2433227336572372e-07,1.2433226563646727e-07,9.17404013748924e-08,0.0,80429.64410173982,0.00589826017676387,0.0
1778316463,80429.64,80429.65,80429.64,80429.65,0.0072299999999999994,5,0.0,0.0,9.17404013748924e-08,0.00999999999476131,80429.64413865947,0.0058613405271898955,0.00999999999476131
1778316464,80429.64,80429.64,80429.64,80429.64,0.022600000000000002,3,-1.2433225804464598e-07,-1.2433226577390183e-07,9.174040022133283e-08,-0.00999999999476131,80429.64405923613,-0.004059236132889055,0.0
1778316465,80429.64,80429.65,80429.64,80429.65,0.0014800000000000002,3,1.2433227336572372e-07,1.2433226563646727e-07,1.0151686984728106e-07,0.0,80429.6440666927,0.005933307300438173,0.00999999999476131
1778316466,80429.64,80429.64,80429.64,80429.64,0.00118,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0886471434597832e-07,0.0,80429.6440626271,-0.00406262710748706,0.0
1778316467,80429.65,80429.65,80429.64,80429.65,0.00077,3,1.2433227336572372e-07,1.2433226563646727e-07,1.172215842672318e-07,0.0,80429.64406649793,0.00593350206327159,0.00999999999476131
1778316468,80429.64,80429.65,80429.64,80429.65,0.00364,2,0.0,0.0,1.0886471492924178e-07,0.0,80429.64408472819,0.0059152718022232875,0.00999999999476131
1778316469,80429.64,80429.64,80429.64,80429.64,0.00329,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0886471434597831e-07,0.0,80429.64407341629,-0.0040734162903390825,0.0
1778316470,80429.64,80429.64,80429.64,80429.64,0.00029,1,0.0,0.0,1.0886471434597831e-07,-0.00999999999476131,80429.6440724222,-0.004072422205354087,0.0
1778316471,80429.64,80429.64,80429.64,80429.64,0.00012,1,0.0,0.0,1.0151686984728104e-07,0.0,80429.64407201101,-0.004072011011885479,0.0
1778316472,80429.64,80429.65,80429.64,80429.65,5.001569999999999,28,1.2433227336572372e-07,1.2433226563646727e-07,1.0151686984728104e-07,0.0,80429.648861874,0.0011381259973859414,0.00999999999476131
1778316473,80429.64,80429.64,80429.64,80429.64,0.00852,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0886471434597831e-07,-0.00999999999476131,80429.64884969316,-0.008849693156662397,0.0
1778316474,80429.64,80429.64,80429.64,80429.64,0.01668,4,0.0,0.0,1.0151686984728104e-07,0.0,80429.64882594286,-0.008825942859402858,0.0
1778316475,80429.64,80429.64,80429.64,80429.64,0.00084,1,0.0,0.0,9.174040022133281e-08,0.0,80429.64882475017,-0.008824750169878826,0.0
1778316476,80429.65,80429.65,80429.64,80429.65,0.0023,4,1.2433227336572372e-07,1.2433226563646727e-07,9.174040137489239e-08,0.00999999999476131,80429.64882518486,0.0011748151300707832,0.00999999999476131
1778316477,80429.65,80429.65,80429.65,80429.65,5.000000000000001,61,0.0,0.0,8.288817713678997e-08,0.0,80429.64934879848,0.0006512015097541735,0.0
1778316478,80429.65,80429.65,80429.64,80429.64,0.01059,3,-1.2433225804464598e-07,-1.2433226577390183e-07,9.174040022133281e-08,0.0,80429.64933998162,-0.009339981625089422,0.00999999999476131
1778316479,80429.65,80429.65,80429.65,80429.65,0.00281,2,1.2433227336572372e-07,1.2433226563646727e-07,9.174040137489239e-08,0.00999999999476131,80429.64934014675,0.0006598532490897924,0.0
1778316480,80429.64,80429.64,80429.64,80429.64,0.00045,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0151686984728106e-07,0.0,80429.64933977254,-0.00933977254317142,0.0
1778316481,80429.64,80429.65,80429.64,80429.64,0.008910000000000001,3,0.0,0.0,1.0151686984728106e-07,-0.00999999999476131,80429.64933236959,-0.00933236959099304,0.00999999999476131
1778316482,80429.65,80429.65,80429.65,80429.65,0.00027,1,1.2433227336572372e-07,1.2433226563646727e-07,1.0151686984728106e-07,0.0,80429.64933238563,0.0006676143675576895,0.0
1778316485,80429.64,80429.64,80429.64,80429.64,0.00058,2,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0151686984728106e-07,0.0,80429.64933190415,-0.00933190414798446,0.0
1778316486,80429.65,80429.65,80429.65,80429.65,0.00055,2,1.2433227336572372e-07,1.2433226563646727e-07,1.0886471492924178e-07,0.0,80429.64933193683,0.0006680631631752476,0.0
1778316487,80429.65,80429.65,80429.65,80429.65,0.00101,1,0.0,0.0,1.0886471492924178e-07,0.00999999999476131,80429.64933199684,0.0006680031510768458,0.0
1778316488,80429.65,80429.65,80429.64,80429.65,0.00905,3,0.0,0.0,1.0151686984728106e-07,0.00999999999476131,80429.64933253409,0.0006674659089185297,0.00999999999476131
1778316489,80429.65,80429.65,80429.65,80429.65,0.00032,1,0.0,0.0,1.0151686984728106e-07,0.0,80429.64933255306,0.000667446933221072,0.0
1778316490,80429.65,80429.65,80429.65,80429.65,0.00117,1,0.0,0.0,9.174040137489239e-08,0.00999999999476131,80429.64933262244,0.0006673775496892631,0.0
1778316491,80429.65,80429.65,80429.65,80429.65,0.00274,1,0.0,0.0,8.288817713678997e-08,0.0,80429.64933278489,0.0006672151066595688,0.0
1778316492,80429.64,80429.65,80429.64,80429.65,0.0005,2,0.0,0.0,7.057674073111929e-08,0.0,80429.64933281453,0.0006671854644082487,0.00999999999476131
1778316493,80429.64,80429.64,80429.64,80429.64,0.00032,1,-1.2433225804464598e-07,-1.2433226577390183e-07,8.288817713678997e-08,-0.00999999999476131,80429.64933254923,-0.009332549234386533,0.0
1778316494,80429.65,80429.65,80429.64,80429.64,0.00071,2,0.0,0.0,7.057673863185507e-08,-0.00999999999476131,80429.64933196068,-0.009331960682175122,0.00999999999476131
1778316495,80429.65,80429.65,80429.65,80429.65,0.00252,1,1.2433227336572372e-07,1.2433226563646727e-07,7.057674073111929e-08,0.0,80429.64933211019,0.0006678898062091321,0.0
1778316496,80429.65,80429.65,80429.65,80429.65,0.00233,3,0.0,0.0,5.8610792133615935e-08,0.0,80429.64933224834,0.000667751650325954,0.0
1778316497,80429.64,80429.64,80429.64,80429.64,0.47039000000000003,3,-1.2433225804464598e-07,-1.2433226577390183e-07,7.057673863185507e-08,-0.00999999999476131,80429.64895812521,-0.008958125210483558,0.0
1778316498,80429.65,80429.65,80429.65,80429.65,0.02427,1,1.2433227336572372e-07,1.2433226563646727e-07,8.288817713678997e-08,0.00999999999476131,80429.6489602758,0.0010397242003818974,0.0
1778316500,80429.64,80429.65,80429.64,80429.64,4.100289999999999,63,-1.2433225804464598e-07,-1.2433226577390183e-07,9.174040022133281e-08,0.0,80429.64664349871,-0.006643498709308915,0.00999999999476131
1778316501,80429.65,80429.65,80429.65,80429.65,0.0013,1,1.2433227336572372e-07,1.2433226563646727e-07,1.0151686984728104e-07,0.0,80429.64664377383,0.003356226166943088,0.0
1778316502,80429.64,80429.64,80429.64,80429.64,0.0027,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.0886471434597831e-07,-0.00999999999476131,80429.64664264294,-0.006642642940278165,0.0
1778316503,80429.64,80429.64,80429.64,80429.64,0.00129,1,0.0,0.0,1.0886471434597831e-07,0.0,80429.64664210276,-0.006642102758632973,0.0
1778316504,80429.65,80429.65,80429.65,80429.65,8e-05,1,1.2433227336572372e-07,1.2433226563646727e-07,1.0886471492924178e-07,0.0,80429.64664211968,0.003357880312250927,0.0
1778316507,80429.64,80429.64,80429.64,80429.64,0.00174,1,-1.2433225804464598e-07,-1.2433226577390183e-07,1.172215842672318e-07,0.0,80429.64664139123,-0.006641391228185967,0.0
1778316510,80429.64,80429.64,80429.64,80429.64,0.19194999999999998,12,0.0,0.0,1.0886471434597831e-07,-0.00999999999476131,80429.64656199902,-0.00656199902005028,0.0
1778316511,80429.64,80429.64,80429.64,80429.64,0.07094,8,0.0,0.0,1.0886471434597831e-07,0.0,80429.64653313588,-0.006533135878271423,0.0
1778316512,80429.64,80429.64,80429.62,80429.62,0.9276800000000004,192,-2.4866454706451435e-07,-2.4866457798154796e-07,1.284098158796946e-07,-0.020000000004074536,80429.64508997522,-0.025089975228183903,0.020000000004074536
1778316513,80429.62,80429.62,80429.6,80429.6,0.09786000000000004,130,-2.486646087929145e-07,-2.486646397099635e-07,1.3429421128472986e-07,-0.04999999998835847,80429.6448327412,-0.04483274120138958,0.01999999998952262
1778316514,80429.6,80429.6,80429.6,80429.6,0.0012799999999999995,19,0.0,0.0,1.3365318632595887e-07,-0.03999999999359716,80429.64482939604,-0.044829396036220714,0.0
1778316515,80429.6,80429.6,80427.64,80427.65,5.036510000000001,99,-2.4244805395201574e-05,-2.424509930524644e-05,7.645961281401227e-06,-1.9900000000052387,80429.19208844395,-1.5420884439517977,1.9600000000064028
1778316516,80427.64,80427.64,80427.64,80427.64,0.00108,1,-1.2433534979372496e-07,-1.243353575233652e-07,7.64596117526416e-06,-2.0,80429.19201291152,-1.5520129115175223,0.0
1778316518,80427.64,80427.64,80427.64,80427.64,0.0031899999999999997,2,0.0,0.0,7.64596117526416e-06,-1.9799999999959255,80429.19178985404,-1.5517898540419992,0.0
1778316519,80427.64,80427.64,80427.64,80427.64,0.00072,1,0.0,0.0,7.641343361615243e-06,-1.9600000000064028,80429.19173951764,-1.551739517643,0.0
1778316520,80427.65,80427.65,80427.65,80427.65,7e-05,1,1.243353653368473e-07,1.243353576072064e-07,7.650329355442834e-06,-1.9500000000116415,80429.19173465553,-1.5417346555332188,0.0
1778316521,80427.64,80427.64,80427.64,80427.64,0.10286,1,-1.2433534979372496e-07,-1.243353575233652e-07,7.645961186445048e-06,-0.00999999999476131,80429.18457699024,-1.5445769902435131,0.0
1778316522,80427.64,80427.64,80427.64,80427.64,0.0001,1,0.0,0.0,7.645961186445048e-06,0.0,80429.18457006372,-1.5445700637210393,0.0
1778316524,80427.65,80427.65,80427.65,80427.65,0.00021,1,1.243353653368473e-07,1.243353576072064e-07,7.658990742418346e-06,0.00999999999476131,80429.1845556124,-1.5345556124084396,0.0
1778316525,80427.64,80427.64,80427.64,80427.64,7e-05,1,-1.2433534979372496e-07,-1.243353575233652e-07,7.663059899004208e-06,0.0,80429.18455076397,-1.5445507639669813,0.0
1778316526,80427.64,80427.64,80427.64,80427.64,0.00049,1,0.0,0.0,7.663059899004208e-06,-0.00999999999476131,80429.18451682577,-1.544516825772007,0.0
1778316527,80427.64,80427.64,80427.64,80427.64,0.00187,1,0.0,0.0,9.17426815877138e-08,0.0,80429.18438732025,-1.5443873202457326,0.0
1778316529,80427.64,80427.64,80427.64,80427.64,0.07859,1,0.0,0.0,8.289023837690602e-08,0.0,80429.17896419232,-1.5389641923247837,0.0
1778316530,80427.65,80427.65,80427.64,80427.64,0.00924,4,0.0,0.0,8.289023837690602e-08,-0.00999999999476131,80429.17832908436,-1.5383290843601571,0.00999999999476131
1778316531,80427.64,80427.64,80427.64,80427.64,0.00944,2,0.0,0.0,8.289023837690602e-08,0.0,80429.17768077059,-1.5376807705906685,0.0
1778316533,80427.65,80427.65,80427.65,80427.65,0.00256,1,1.243353653368473e-07,1.243353576072064e-07,8.289023837690602e-08,0.00999999999476131,80429.17750619362,-1.5275061936263228,0.0
1778316534,80427.64,80427.64,80427.64,80427.64,0.00707,1,-1.2433534979372496e-07,-1.243353575233652e-07,8.289023837690602e-08,0.0,80429.17702111336,-1.5370211133558769,0.0
1778316536,80427.65,80427.65,80427.65,80427.65,0.00084,3,1.243353653368473e-07,1.243353576072064e-07,9.174268275799155e-08,0.00999999999476131,80429.17696387523,-1.526963875236106,0.0
1778316539,80427.64,80427.64,80427.64,80427.64,7e-05,1,-1.2433534979372496e-07,-1.243353575233652e-07,9.17426815877138e-08,0.0,80429.17695907435,-1.5369590743503068,0.0
1778316540,80427.64,80427.64,80427.64,80427.64,0.01736,3,0.0,0.0,8.289023837690602e-08,0.0,80429.17576937994,-1.5357693799451226,0.0
1778316541,80427.65,80427.65,80427.65,80427.65,7e-05,1,1.243353653368473e-07,1.243353576072064e-07,9.174268275799155e-08,0.0,80429.17576461773,-1.5257646177342394,0.0
1778316542,80427.65,80427.65,80427.64,80427.64,0.00682,4,-1.2433534979372496e-07,-1.243353575233652e-07,1.0151939434052208e-07,0.0,80429.17529774443,-1.5352977444272256,0.00999999999476131
1778316544,80427.65,80427.65,80427.65,80427.65,0.0007199999999999999,3,1.243353653368473e-07,1.243353576072064e-07,1.0886742215086123e-07,0.0,80429.17524879324,-1.5252487932448275,0.0
1778316545,80427.64,80427.64,80425.2,80425.2,0.5966700000000027,264,-3.0462160712119157e-05,-3.0462624693159385e-05,9.637963626701758e-06,-2.4400000000023283,80429.07226351142,-3.872263511424535,2.4400000000023283
1778316546,80425.2,80425.2,80422.78,80422.78,0.02325,62,-3.0090071271193786e-05,-3.009052398646985e-05,1.2772847811417429e-05,-4.860000000000582,80429.06591797543,-6.285917975430493,2.4199999999982538
1778316547,80422.78,80422.78,80418.71,80418.71,0.9099000000000005,90,-5.0607551740800005e-05,-5.060883234615232e-05,1.873476543315661e-05,-8.939999999987776,80428.67272107191,-9.962721071904525,4.069999999992433
1778316548,80418.7,80418.71,80418.7,80418.7,0.00365,10,-1.2434917207038154e-07,-1.243491798017405e-07,1.873476453210184e-05,-8.940000000002328,80428.6712023851,-9.971202385102515,0.010000000009313226
1778316549,80418.7,80418.7,80418.7,80418.7,0.00069,2,0.0,0.0,1.8726515350764443e-05,-8.94999999999709,80428.67091534288,-9.970915342884837,0.0
1778316550,80418.71,80418.71,80418.71,80418.71,0.00028,2,1.2434918761350389e-07,1.243491798821443e-07,1.8742910192341318e-05,-6.489999999990687,80428.6707989835,-9.960798983491259,0.0
1778316551,80418.71,80418.71,80418.71,80418.71,0.00767,2,0.0,0.0,1.8742910192341318e-05,-4.069999999992433,80428.66761262456,-9.957612624551984,0.0
1778316552,80418.7,80418.7,80418.7,80418.7,7e-05,1,-1.2434917207038154e-07,-1.243491798017405e-07,1.872651537115969e-05,-0.010000000009313226,80428.66758352456,-9.967583524557995,0.0
1778316553,80418.7,80418.7,80418.7,80418.7,0.00124,2,0.0,0.0,1.873467286618479e-05,0.0,80428.66706806689,-9.967068066893262,0.0
1778316554,80418.7,80418.71,80418.7,80418.71,0.01457,4,1.2434918761350389e-07,1.243491798821443e-07,1.8734673787630335e-05,0.010000000009313226,80428.66102150301,-9.951021503002266,0.010000000009313226
1778316555,80418.7,80418.7,80418.7,80418.7,0.008740000000000001,5,-1.2434917207038154e-07,-1.243491798017405e-07,1.7680481635044466e-05,-0.010000000009313226,80428.65739427586,-9.95739427585795,0.0
1778316556,80418.7,80418.71,80418.7,80418.71,0.00021999999999999998,2,1.2434918761350389e-07,1.243491798821443e-07,1.6003835098226714e-05,0.0,80428.6573030984,-9.947303098393604,0.010000000009313226
1778316558,80418.7,80418.7,80418.7,80418.7,7e-05,1,-1.2434917207038154e-07,-1.243491798017405e-07,1.0887952427657189e-07,0.0,80428.65727405857,-9.957274058571784,0.0
1778316559,80418.71,80418.71,80418.71,80418.71,0.007930000000000001,2,1.2434918761350389e-07,1.243491798821443e-07,1.088795248682889e-07,0.010000000009313226,80428.65398866044,-9.943988660437753,0.0
1778316560,80418.7,80418.7,80418.7,80418.7,0.00187,1,-1.2434917207038154e-07,-1.243491798017405e-07,1.172375310688928e-07,-0.010000000009313226,80428.65321345706,-9.953213457061793,0.0
1778316561,80418.7,80418.7,80418.7,80418.7,0.00021999999999999998,2,0.0,0.0,1.088795242765719e-07,0.0,80428.6531222646,-9.953122264603735,0.0
1778316562,80418.71,80418.71,80418.71,80418.71,0.00015,1,1.2434918761350389e-07,1.243491798821443e-07,1.172375310688928e-07,0.0,80428.65306015135,-9.94306015134498,0.0
1778316563,80418.7,80418.71,80418.7,80418.71,0.00587,4,0.0,0.0,1.088795248682889e-07,0.010000000009313226,80428.65063006205,-9.940630062046694,0.010000000009313226
1778316564,80418.7,80418.71,80418.7,80418.71,0.00528,4,0.0,0.0,1.088795248682889e-07,0.0,80428.64844523817,-9.938445238163695,0.010000000009313226
1778316565,80418.7,80418.7,80418.7,80418.7,0.00023,2,-1.2434917207038154e-07,-1.243491798017405e-07,1.088795242765719e-07,0.0,80428.64834999201,-9.948349992017029,0.0
1778316566,80418.71,80418.71,80418.71,80418.71,0.00017999999999999998,2,1.2434918761350389e-07,1.243491798821443e-07,1.088795248682889e-07,0.010000000009313226,80428.64827552774,-9.938275527732912,0.0
1778316568,80418.7,80418.71,80418.7,80418.7,0.00611,5,-1.2434917207038154e-07,-1.243491798017405e-07,1.088795242765719e-07,-0.010000000009313226,80428.64574599816,-9.945745998164057,0.010000000009313226
1778316569,80418.71,80418.71,80418.7,80418.7,0.013779999999999999,2,0.0,0.0,1.0153068018280039e-07,-0.010000000009313226,80428.64004582103,-9.940045821029344,0.010000000009313226
1778316570,80418.7,80418.7,80418.7,80418.7,0.04375,4,0.0,0.0,9.17528805596563e-08,-0.010000000009313226,80428.62199160301,-9.92199160301243,0.0
1778316571,80418.7,80418.71,80418.7,80418.71,0.00549,21,1.2434918761350389e-07,1.243491798821443e-07,9.175288172993465e-08,0.010000000009313226,80428.6197329655,-9.909732965490548,0.010000000009313226
1778316572,80418.71,80418.71,80418.71,80418.71,0.00634,2,0.0,0.0,9.175288172993465e-08,0.0,80428.61712591042,-9.907125910409377,0.0
1778316573,80418.7,80418.71,80418.7,80418.71,0.00028,2,0.0,0.0,8.289945322880353e-08,0.010000000009313226,80428.61701080395,-9.907010803945013,0.010000000009313226
1778316574,80418.7,80418.7,80418.7,80418.7,0.00042,1,-1.2434917207038154e-07,-1.243491798017405e-07,9.17528805596563e-08,0.0,80428.61683797502,-9.916837975019007,0.0
1778316575,80418.7,80418.7,80418.7,80418.7,0.00913,10,0.0,0.0,9.17528805596563e-08,0.0,80428.61308249134,-9.91308249134454,0.0
1778316576,80418.71,80418.71,80418.7,80418.7,0.01832,4,0.0,0.0,8.289945322880353e-08,-0.010000000009313226,80428.60555541737,-9.905555417368305,0.010000000009313226
